"Latitude","Longitude","Bathymetry.field"
0.154362416107383,0.422818791946309,0.799212480426886
0.657718120805369,0.798657718120805,1.35727287657626
0.993288590604027,0.899328859060403,1.75880644173843
0.711409395973154,0.369127516778523,1.38606475483683
0.181208053691275,0.624161073825503,0.834237505730795
0.563758389261745,0.664429530201342,1.22461947431904
0.657718120805369,0.114093959731544,1.41710311615071
0.302013422818792,0.241610738255034,1.00142122429558
0.892617449664429,0.583892617449664,1.54219184955076
0.704697986577181,0.805369127516778,1.43174929540188
0.248322147651007,0.664429530201342,0.907501025843316
0.51006711409396,0.87248322147651,1.26563127186184
0.288590604026846,0.342281879194631,0.955392054359354
0.369127516778523,0.912751677852349,1.14440448757139
0.114093959731544,0.463087248322148,0.748944017618234
0.322147651006711,0.691275167785235,0.97634936208742
0.577181208053691,0.0604026845637584,1.38350878521325
0.697986577181208,0.436241610738255,1.34227824498422
0.684563758389262,0.087248322147651,1.46124523414355
0.389261744966443,0.23489932885906,1.08881941663725
0.583892617449664,0.25503355704698,1.28008434953469
0.429530201342282,0.328859060402685,1.10306198288439
0.74496644295302,0.771812080536913,1.46048849013577
0.0536912751677852,0.355704697986577,0.698668518433604
0.731543624161074,0.711409395973154,1.40915874936655
0.496644295302013,0.973154362416107,1.31377758487768
0.114093959731544,0.23489932885906,0.794316002096985
0.503355704697987,1,1.34860558991133
0.919463087248322,0.899328859060403,1.69761796594734
0.261744966442953,0.563758389261745,0.905383165654331
0.979865771812081,0.295302013422819,1.65230434114596
0.738255033557047,0.516778523489933,1.37913642126557
0.328859060402685,0.832214765100671,1.04768469502882
0.221476510067114,0.604026845637584,0.870113611355367
0.308724832214765,0.610738255033557,0.957182470287021
0.0402684563758389,0.899328859060403,0.802060406372017
0.221476510067114,0.51006711409396,0.854601946931183
0.422818791946309,0.557046979865772,1.06770776562947
0.530201342281879,0.456375838926175,1.1709837260184
0.671140939597315,0.087248322147651,1.45355946494619
0.214765100671141,0.563758389261745,0.859936738276465
0.664429530201342,0.167785234899329,1.38962282305777
0.422818791946309,0.758389261744966,1.11543582270254
0.953020134228188,0.402684563758389,1.60386162306993
0.859060402684564,0.147651006711409,1.60753826953793
0.315436241610738,0.442953020134228,0.961161500594109
0.241610738255034,1,1.0901870999457
0.63758389261745,0.543624161073825,1.27124076660066
0.859060402684564,0.859060402684564,1.62541794921315
0.926174496644295,0.0335570469798658,1.73324984351875
0.51006711409396,0.724832214765101,1.1909959142867
0.51006711409396,0.194630872483221,1.21122164952109
0.248322147651007,0.939597315436242,1.0501770152603
0.630872483221476,0.342281879194631,1.29993143490932
0.644295302013423,0.208053691275168,1.35756665434362
0.389261744966443,0.906040268456376,1.17858368580537
0.0335570469798658,0.409395973154362,0.679399723035627
0.181208053691275,0.912751677852349,0.967503131654443
0.63758389261745,0.36241610738255,1.3010416291068
0.25503355704698,0.536912751677852,0.894624727635281
0.926174496644295,0.140939597315436,1.67062118491177
0.25503355704698,0.496644295302013,0.892066821548664
0.0335570469798658,0.651006711409396,0.689806968420362
0.657718120805369,0.691275167785235,1.32112032483354
0.36241610738255,0,1.21249484042888
0.691275167785235,0.590604026845638,1.34596749206596
0.74496644295302,0.087248322147651,1.51629971339878
0.0469798657718121,0.0738255033557047,0.840640040387947
0.906040268456376,0.644295302013423,1.56519728448016
0.0738255033557047,0.953020134228188,0.881093630904344
0.167785234899329,0.959731543624161,0.973802893392404
0.23489932885906,0.51006711409396,0.867201460523117
0.0805369127516778,0.463087248322148,0.721557949801327
0.12751677852349,0.342281879194631,0.785269006001412
0.563758389261745,0.328859060402685,1.22707720920658
0.12751677852349,0.409395973154362,0.777140298785894
0.557046979865772,0.0335570469798658,1.37271656532694
0.63758389261745,0.248322147651007,1.32300250839469
0.543624161073825,0.624161073825503,1.20233810565612
0.550335570469799,0.926174496644295,1.34237492090863
0.174496644295302,0.731543624161074,0.859367288378684
0.0738255033557047,0.879194630872483,0.835807277240886
0.926174496644295,0.859060402684564,1.6710734571146
0.469798657718121,0.785234899328859,1.18405350277812
0.912751677852349,0.134228187919463,1.65234295254631
0.409395973154362,0.926174496644295,1.1789301465286
0.932885906040268,0.597315436241611,1.57909200705255
0.429530201342282,0.248322147651007,1.11053591481179
0.221476510067114,0.261744966442953,0.91611637006791
0.10738255033557,0.570469798657718,0.74626088171266
0.10738255033557,0.805369127516778,0.831161832724458
0.463087248322148,0.281879194630872,1.14493672483986
0.429530201342282,0.651006711409396,1.08952917965531
0.979865771812081,0.0536912751677852,1.77865421635651
0.221476510067114,0.0604026845637584,1.0161420717269
0.402684563758389,0.0201342281879195,1.23784077801546
0.476510067114094,0.449664429530201,1.12141685650977
0.100671140939597,0.315436241610738,0.757323282590623
0.986577181208054,0.630872483221476,1.62487410425099
0.738255033557047,0.906040268456376,1.51442653374041
0.275167785234899,0.100671140939597,1.05654915403758
0.120805369127517,0.221476510067114,0.80378982834798
0.731543624161074,0.416107382550336,1.37928266255447
0.248322147651007,0.76510067114094,0.942333197747546
0.36241610738255,0.288590604026846,1.04416725822517
0.268456375838926,0.208053691275168,0.976745553823863
0.463087248322148,0.0268456375838926,1.27675250924102
0.697986577181208,0.25503355704698,1.37611169230919
0.342281879194631,0.832214765100671,1.07005423121213
0.0738255033557047,0.697986577181208,0.743032203117623
0.778523489932886,0.389261744966443,1.4381158569392
0.76510067114094,0.516778523489933,1.41865512251358
0.0335570469798658,0.395973154362416,0.69042798291579
0.697986577181208,0.885906040268456,1.46661463305114
0.10738255033557,0.208053691275168,0.820754294483096
0.932885906040268,0.429530201342282,1.58511034006931
0.241610738255034,0.926174496644295,1.04121652968531
0.919463087248322,0.966442953020134,1.74586440160394
0.986577181208054,0.919463087248322,1.77041553036215
0.134228187919463,0.275167785234899,0.812178118569153
0.120805369127517,0.87248322147651,0.877669187772078
0.147651006711409,0.0805369127516778,0.933347751116587
0.926174496644295,0.966442953020134,1.75194289364008
0.268456375838926,0.664429530201342,0.929652445796669
0.946308724832215,0.597315436241611,1.60074469613521
0.087248322147651,1,0.930349969236961
0.926174496644295,0.335570469798658,1.5931436168167
0.187919463087248,0.288590604026846,0.878943827231186
0.483221476510067,0.476510067114094,1.13156536292595
0.899328859060403,0.865771812080537,1.65148148721647
0.959731543624161,0.865771812080537,1.7124741252219
0.0134228187919463,0.570469798657718,0.665570139648017
0.76510067114094,0.114093959731544,1.5273705540881
0.805369127516778,0.993288590604027,1.64245965718412
0.536912751677852,0.261744966442953,1.21515708879291
0.187919463087248,0.228187919463087,0.883329623173103
0.677852348993289,0.771812080536913,1.37066605099952
0.00671140939597315,0.973154362416107,0.830211976901991
0.0469798657718121,0.369127516778523,0.700862969265603
0.731543624161074,0.355704697986577,1.38781424397565
0.36241610738255,0.496644295302013,1.00704342972654
0.51006711409396,0.261744966442953,1.18340112592998
0.959731543624161,1,1.80203495825443
0.939597315436242,0.718120805369127,1.60957789800923
0.906040268456376,0.570469798657718,1.53909768348205
0.456375838926175,0.953020134228188,1.27309064884808
0.563758389261745,0.187919463087248,1.29354247123336
0.395973154362416,0.550335570469799,1.03787660517169
0.771812080536913,0.416107382550336,1.42973381476001
0.0402684563758389,0.087248322147651,0.829606802651788
0.174496644295302,0.738255033557047,0.860823945070569
0.899328859060403,0.503355704697987,1.56118316811128
0.194630872483221,0.644295302013423,0.856474238759916
0.214765100671141,0.986577181208054,1.04567279993657
0.691275167785235,0.879194630872483,1.45081508399594
0.832214765100671,0.530201342281879,1.4675636982499
0.369127516778523,0.463087248322148,1.00169829570584
0.228187919463087,0.63758389261745,0.877384685127665
0.885906040268456,0.979865771812081,1.72270474499872
0.946308724832215,0.624161073825503,1.60794043410695
0.751677852348993,0.543624161073825,1.39216271447136
0.516778523489933,0.0604026845637584,1.31489550175661
0.530201342281879,0.395973154362416,1.1785480243321
0.328859060402685,0.610738255033557,0.979497229856009
0.268456375838926,0.899328859060403,1.03801695382106
0.697986577181208,0.48993288590604,1.33263805241706
0.0604026845637584,0.711409395973154,0.736361060531698
0.281879194630872,0.322147651006711,0.943130736209492
0.966442953020134,0.798657718120805,1.68106726749079
0.570469798657718,0.342281879194631,1.23142581534699
0.536912751677852,0.892617449664429,1.30502049755117
0.771812080536913,0.0939597315436242,1.55321849271626
0.912751677852349,0.899328859060403,1.6883588177109
0.402684563758389,0.758389261744966,1.09387444666452
0.644295302013423,0.25503355704698,1.32519469673444
0.100671140939597,0.0201342281879195,0.945517432055333
0.174496644295302,0.0402684563758389,0.995643413034023
0.295302013422819,0.885906040268456,1.05422923759351
0.523489932885906,0.456375838926175,1.16945510207289
0.0536912751677852,0.147651006711409,0.792474579759009
0.456375838926175,0.932885906040268,1.23641494789261
0.879194630872483,0.979865771812081,1.71727824533484
0.25503355704698,0.12751677852349,1.00162975117334
0.899328859060403,0.684563758389262,1.56992833709187
0.187919463087248,0.174496644295302,0.914737793090639
0.597315436241611,0.892617449664429,1.3625478719342
0.442953020134228,0.38255033557047,1.09468126224094
0.926174496644295,0.926174496644295,1.72096892250364
0.798657718120805,0.395973154362416,1.45130655321871
