"Latitude","Longitude","Bathymetry","Abundance"
0,0.778523489932886,0.695485771370621,1.96263625978193
0.832214765100671,0.208053691275168,1.5315570393242,5.30641731380766
0.114093959731544,0.590604026845638,0.754465576097058,0.834003444816749
0.25503355704698,0.469798657718121,0.901834704076788,7.10506100813191
0.409395973154362,0.375838926174497,1.05504054857896,4.34811115935862
1,0.174496644295302,1.72276164064991,9.43810147860575
0.993288590604027,0.597315436241611,1.64147704771204,2.45217820804754
0.134228187919463,0.516778523489933,0.779467071692869,1.32360365326271
0.711409395973154,0.543624161073825,1.35923738077777,3.80119824983632
0.899328859060403,0.785234899328859,1.61181923649162,3.48727941629892
0.0738255033557047,0.63758389261745,0.748691172867999,1.47361986015319
0.214765100671141,0.812080536912752,0.940468084791417,2.57212249885443
0.684563758389262,0.61744966442953,1.3421740206634,14.7812133862304
0.268456375838926,0.442953020134228,0.911844922163957,4.61748728245611
0.859060402684564,0.36241610738255,1.51690539983457,6.66156444871626
0.751677852348993,0.778523489932886,1.46106581791206,6.83978289477999
0.852348993288591,0.0335570469798658,1.67863906352861,4.4879933086088
0.704697986577181,0.993288590604027,1.54277076286623,4.08447796783168
0.503355704697987,0.288590604026846,1.18612384129918,2.92583866538307
0.355704697986577,0.543624161073825,0.975537500116786,6.30080600611961
0.0268456375838926,0.959731543624161,0.836580754432284,1.82344317112293
0.604026845637584,0.48993288590604,1.24309545072215,1.51215896002925
0.557046979865772,0.859060402684564,1.29463404056079,2.72446519160788
0.161073825503356,0.315436241610738,0.820271409753062,2.17760068419562
0.74496644295302,0.651006711409396,1.40598751681555,6.65341769928448
0.221476510067114,0.939597315436242,1.03533373064977,6.93823720632029
0.248322147651007,0.429530201342282,0.882028610929209,4.83003597574809
0.61744966442953,0.825503355704698,1.33453753221003,3.23041791210624
0.167785234899329,0.154362416107383,0.909161127597411,4.11757923911583
0.986577181208054,0.0805369127516778,1.75862913904127,4.78669052195744
0.422818791946309,0.845637583892617,1.17087473380895,5.0937377200533
0.194630872483221,0.0671140939597315,0.992169454779032,5.37391938791525
0.496644295302013,0.677852348993289,1.17026220208729,3.81627480350742
0.201342281879195,0.563758389261745,0.855682160716974,3.15523982896132
0.959731543624161,0.711409395973154,1.63743901134947,3.46638178683931
0.885906040268456,0.201342281879195,1.59593065051555,3.62151434748841
0.456375838926175,0.288590604026846,1.13363913206183,2.16399189566744
0.181208053691275,0.926174496644295,0.9619707180143,3.37249734467045
0.140939597315436,0.0536912751677852,0.945522132583242,4.302040741035
0.785234899328859,0.469798657718121,1.42578560223633,3.18822148570353
0.275167785234899,0.859060402684564,1.01860349498088,4.1557785818374
0.221476510067114,0.973154362416107,1.04073008255082,5.98764393035516
0.919463087248322,0.436241610738255,1.56577711048427,5.28845067983716
0.731543624161074,0.751677852348993,1.42888209586649,4.84206736448244
0.348993288590604,0.778523489932886,1.05335048778633,4.87236895387458
0.812080536912752,0.241610738255034,1.5125533162745,5.90644184739291
0.140939597315436,0.993288590604027,0.973769400349107,4.17234707974074
0.302013422818792,0.993288590604027,1.13865616691116,7.92904763992855
0.832214765100671,0.973154362416107,1.65952458294488,4.43529075481193
0.161073825503356,0.812080536912752,0.887339342761031,1.92030114587894
0.852348993288591,0.61744966442953,1.49965983867242,1.9982296873309
0.147651006711409,0.953020134228188,0.934999659891801,3.02125952657826
0.322147651006711,0.751677852348993,1.01892611386927,3.85422562144014
0.557046979865772,0.590604026845638,1.21448212190731,2.50714037468363
0.241610738255034,0.61744966442953,0.886489031973835,5.04888203711754
0.167785234899329,0.355704697986577,0.815422551435241,2.55026487064928
0.25503355704698,0.718120805369127,0.933564421829066,3.23900643550395
0.610738255033557,0.416107382550336,1.25477625029515,2.6093797538389
0.697986577181208,0.697986577181208,1.36645526330514,5.78904569801646
0.751677852348993,0.167785234899329,1.4836060137263,4.01312868413716
