"x","y","cov","u","ysim","Ntrials"
0.929765886287625,0.478260869565217,1.35050780229855,2.73672292023478,1,2
0.234113712374582,0.872909698996655,1.4025614909875,0.397970175553445,0,2
0.478260869565217,0.160535117056856,1.06060636229991,2.63076383982444,1,2
0.334448160535117,0.989966555183946,1.42661433377958,1.35441109502446,0,2
0.0869565217391304,0.207357859531773,1.24681675458154,-0.856126452954942,0,2
0.22742474916388,0.802675585284281,1.37045859352741,-0.328000357928224,0,2
0.297658862876254,0.648829431438127,1.26938225635574,-1.08199863097263,0,2
0.48494983277592,0.585284280936455,1.20413290453142,-1.39729233937095,0,2
0.31438127090301,0.297658862876254,1.14063093077146,-0.390489493632883,0,2
0.785953177257525,0.1438127090301,1.13603343104491,0.237696851384773,0,2
0.220735785953177,0.658862876254181,1.31046396307782,-0.237537107989086,0,2
0.551839464882943,0.605351170568562,1.21416109357854,1.57630592814768,1,2
0.869565217391304,0.177257525083612,1.20251094828398,-2.44889529819875,0,2
0.307692307692308,0.909698996655518,1.38891631693499,2.97676339000904,1,2
0.498327759197324,0.678929765886288,1.240693017254,2.80389024483102,1,2
0.224080267558528,0.68561872909699,1.31960438191842,-0.726495048082464,0,2
0.153846153846154,0.642140468227425,1.34559857720552,2.56587037947506,1,2
0.672240802675585,0.832775919732441,1.34072473447414,0.850239843081634,0,2
0.210702341137124,0.25752508361204,1.17667519565159,-3.13349717172599,0,2
0.0869565217391304,0.816053511705686,1.47331379482386,1.51034200946018,1,2
0.752508361204013,0.0668896321070234,1.08994100788165,0.22268364934647,0,2
0.478260869565217,0.147157190635451,1.05591667795306,2.5325906554599,0,2
0.244147157190635,0.545150501672241,1.25467313384752,-0.593399431131532,0,2
0.889632107023411,0.434782608695652,1.30295917371402,2.51432176128679,1,2
0.622073578595318,0.374581939799331,1.14618941843151,0.0641928982547031,0,2
0.909698996655518,0.779264214046823,1.45283033085219,4.74535852373804,1,2
0.535117056856187,0.0367892976588629,1.01585797650673,1.25152794125833,0,2
0.762541806020067,0.511705685618729,1.24628940481114,1.55052590694831,0,2
0.862876254180602,0.11371237458194,1.17518007872616,-0.0586951115381257,0,2
0.347826086956522,0.277591973244147,1.12275397741655,0.0802569632620671,0,2
0.418060200668896,0.508361204013378,1.18290758304206,0.788188292883103,0,2
0.234113712374582,0.153846153846154,1.1284903142384,3.16970261212266,1,2
0,0.889632107023411,1.59086735725861,1.20839468709153,1,2
0.501672240802676,0.264214046822742,1.09519454013592,0.0033741474622863,0,2
0.842809364548495,0.926421404682274,1.47889966988257,3.36376684677991,1,2
0.387959866220736,0.0836120401337793,1.04500629711858,2.57229417894278,1,2
0.107023411371237,0.725752508361204,1.41508824919444,1.18042993390738,1,2
0.397993311036789,0.317725752508361,1.12313806173838,0.259303769917853,0,2
0.705685618729097,0.157190635451505,1.10127229990731,-2.85028450659147,1,2
0.956521739130435,0.31438127090301,1.32005323106832,0.397353694210804,1,2
0.8561872909699,0.307692307692308,1.23632622050781,-1.22175949698996,0,2
0.682274247491639,0,1.03322390129864,3.19522795345131,1,2
0.444816053511706,0.923076923076923,1.36252065583602,1.82043674195437,1,2
0.866220735785953,0.0301003344481605,1.1461257050859,-0.808890417773477,0,2
0.418060200668896,0.331103678929766,1.12381050374997,0.73898322943186,0,2
0.94314381270903,0.705685618729097,1.44833437649266,3.7967432142882,1,2
0.869565217391304,0.347826086956522,1.259127860891,0.571706397607394,0,2
0.792642140468227,0.374581939799331,1.21692688221827,-0.62036687589709,0,2
0.0802675585284281,0.418060200668896,1.32176449958774,-2.45864568177948,0,2
0.795986622073579,0.722408026755853,1.34680047517915,3.67776769960895,0,2
0.989966555183946,0.411371237458194,1.38344388583038,0.418703030351054,0,2
0.933110367892977,0.625418060200669,1.40678776033142,-1.33645613529222,1,2
0.351170568561873,0.0635451505016722,1.04706391972038,1.82423074767856,1,2
0.8561872909699,0.648829431438127,1.35530970683169,-0.606826524887064,1,2
0.822742474916388,0.123745819397993,1.15128127092002,0.617915245601404,0,2
0.297658862876254,0.769230769230769,1.32122980896255,-0.304643187240907,0,2
0.367892976588629,0.62876254180602,1.23796020206739,0.687943099761258,1,2
0.240802675585284,0.31438127090301,1.17882438575339,-1.50932094863048,1,2
0.394648829431438,0.588628762541806,1.21625571687312,0.806512231961759,0,2
0.224080267558528,0.618729096989967,1.2927397087472,-0.732596911047243,0,2
0.117056856187291,0.525083612040134,1.32870814504952,-1.6275468985371,0,2
0.347826086956522,0.969899665551839,1.41008385005819,4.06776776406644,1,2
0.769230769230769,0.280936454849498,1.1731810156902,-2.15541766564759,0,2
0.187290969899666,0.77257525083612,1.37963105344034,1.02936861068361,0,2
0.264214046822742,0.117056856187291,1.1003052546752,3.51582168214712,1,2
0.966555183946488,0.906354515050167,1.56774303393841,1.77761090138265,0,2
0.0769230769230769,0.702341137123746,1.42952318191635,1.4581984327694,0,2
0.381270903010033,0.17056856187291,1.07771770708065,1.15132050083405,0,2
0.270903010033445,0.939799331103679,1.42157448706391,-0.570736839715721,1,2
0.969899665551839,0.695652173913043,1.46849481000561,0.97012537471564,1,2
0.173913043478261,0.351170568561873,1.22997308291071,-0.97533030670766,0,2
0.769230769230769,0.0334448160535117,1.08580391582091,0.561788395477589,0,2
0.581939799331104,0.57190635451505,1.20566007920823,0.616051167972699,0,2
0.22742474916388,0.341137123745819,1.19466527298626,0.155257589422679,0,2
0.625418060200669,0.0133779264214047,1.02111461784538,0.114309228134123,1,2
0.404682274247492,0.759197324414716,1.28474505722402,-2.92155452963056,0,2
0.678929765886288,0.321070234113712,1.14583980793298,-3.44879214857667,0,2
0.0334448160535117,0.79933110367893,1.51221615426084,1.65892979224805,1,2
0.939799331103679,0.267558528428094,1.28971820061003,0.395439774489873,0,2
0.765886287625418,0.00334448160535117,1.07204910933996,3.33785881623592,0,2
0.110367892976589,0.535117056856187,1.33743554521254,-1.85912325062632,0,2
0.832775919732441,0.0334448160535117,1.12405852147409,0.267662334382028,0,2
0.277591973244147,0.959866220735786,1.43036932657267,-0.445867077342677,0,2
0.595317725752508,0.418060200668896,1.15467464600668,-1.87914092144796,0,2
0.57190635451505,0.889632107023411,1.34603788107826,0.525638268779871,0,2
0.284280936454849,0.618729096989967,1.26314272437342,0.256699251958324,1,2
0.521739130434783,0.605351170568562,1.21194635325125,0.949246938114165,1,2
0.82943143812709,0.494983277591973,1.28007631842386,1.83196011398476,1,2
